id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag
id0084433,2,12/1/2016 16:46,12/1/2016 16:53,2,-73.98535919,40.74139786,-73.97499084,40.74614334,N
id1608248,2,12/1/2016 16:49,12/1/2016 16:53,2,-73.98716736,40.76113892,-73.97908783,40.76443863,N
id0208123,1,12/1/2016 17:06,12/1/2016 17:14,2,-73.98986053,40.77215195,-73.9749527,40.79285812,N
id0950935,2,12/1/2016 17:19,12/1/2016 17:23,6,-73.96970367,40.79730988,-73.96595764,40.80807114,N
id3559291,2,12/1/2016 17:32,12/1/2016 17:41,3,-73.97068787,40.75889969,-73.97138977,40.74446869,N
id2131227,2,12/1/2016 17:41,12/1/2016 17:50,1,-73.97116852,40.75106812,-73.97466278,40.73622131,N
id0418354,1,12/1/2016 17:57,12/1/2016 18:20,1,-73.99131012,40.74966431,-73.96102142,40.75757217,N
id0381782,1,12/1/2016 18:03,12/1/2016 18:14,1,-73.9973526,40.72409439,-73.99688721,40.74473572,N
id0962671,2,12/1/2016 18:03,12/1/2016 18:37,3,-73.97999573,40.77498627,-73.98114014,40.77257538,N
id1809414,2,12/1/2016 18:04,12/1/2016 18:28,3,-73.97741699,40.7579155,-74.01056671,40.709095,N
id1412334,2,12/1/2016 18:08,12/1/2016 18:23,5,-73.9593277,40.77180099,-73.97290039,40.79016113,N
id0266572,2,12/1/2016 18:35,12/1/2016 18:39,1,-73.95249176,40.78351974,-73.94693756,40.77582932,N
id1772269,1,12/1/2016 18:42,12/1/2016 18:52,1,-73.98860168,40.75342941,-74.00527954,40.73714447,N
id2062891,1,12/1/2016 18:43,12/1/2016 18:55,2,-73.97109222,40.75795364,-73.98545837,40.73900604,N
id1179102,1,12/1/2016 18:45,12/1/2016 19:09,1,-73.97519684,40.75573349,-73.96912384,40.79823685,N
id2712979,2,12/1/2016 18:45,12/1/2016 19:09,1,-73.9892807,40.75193024,-73.94972992,40.78453827,N
id3151105,2,12/1/2016 18:55,12/1/2016 19:05,2,-73.978508,40.75500107,-73.98771667,40.75279999,N
id1739324,2,12/1/2016 19:29,12/1/2016 19:42,5,-74.00395966,40.73339081,-73.98738098,40.73574829,N
id0479909,2,12/1/2016 19:38,12/1/2016 19:53,4,-73.98205566,40.74898529,-73.94734955,40.77973557,N
id0330309,2,12/1/2016 20:09,12/1/2016 20:23,1,-74.01463318,40.7141037,-73.98435974,40.73848343,N
id1475464,2,12/1/2016 20:11,12/1/2016 20:18,1,-73.97106171,40.76595306,-73.95394135,40.77293777,N
id3749060,2,12/1/2016 20:13,12/1/2016 20:24,1,-73.97319794,40.76398849,-73.96877289,40.79088974,N
id3105738,1,12/1/2016 20:25,12/1/2016 20:30,1,-73.98206329,40.77626038,-73.97076416,40.79668808,N
id1075733,2,12/1/2016 20:39,12/1/2016 20:58,1,-73.97283936,40.75899887,-73.99069214,40.70357895,N
id3252284,2,12/1/2016 20:48,12/1/2016 21:15,1,-73.9903717,40.71405411,-73.84605408,40.7811203,N
id0156485,2,12/1/2016 20:50,12/1/2016 21:14,1,-74.00775909,40.73106003,-73.94669342,40.77642059,N
id0683408,2,12/1/2016 20:52,12/1/2016 20:59,5,-73.9732132,40.75185776,-73.99033356,40.75698853,N
id3782411,1,12/1/2016 20:56,12/1/2016 21:19,1,-73.99699402,40.75254822,-73.99769592,40.69350052,N
id3913020,1,12/1/2016 21:01,12/1/2016 21:03,1,-73.95555878,40.76847839,-73.94889069,40.77767563,N
id0938042,2,12/1/2016 21:07,12/1/2016 21:14,1,-73.98034668,40.74427795,-73.99133301,40.74918747,N
id1281353,2,12/1/2016 21:46,12/1/2016 21:54,1,-73.96878815,40.75474548,-73.99046326,40.7452774,N
id3499227,2,12/1/2016 21:51,12/1/2016 22:03,6,-73.98209381,40.77829361,-73.9453125,40.83369827,N
id2235544,1,12/1/2016 21:53,12/1/2016 21:57,1,-73.94441223,40.71473312,-73.94482422,40.72558594,N
id2625473,2,12/1/2016 21:54,12/1/2016 22:03,2,-73.97663116,40.7574501,-73.96511078,40.76921082,N
id0306908,1,12/1/2016 21:55,12/1/2016 22:03,1,-73.9866333,40.75959396,-73.98242188,40.74791336,N
id0150248,2,12/1/2016 21:59,12/1/2016 22:03,5,-73.96675873,40.76696014,-73.9550705,40.78314972,N
id0713926,2,12/1/2016 22:33,12/1/2016 23:02,1,-74.00192261,40.74071884,-73.94853973,40.76345825,N
id1149222,2,12/1/2016 22:51,12/1/2016 22:58,4,-74.00305939,40.72814178,-73.99797821,40.71654892,N
id1693416,2,12/1/2016 22:57,12/1/2016 23:33,1,-73.97932434,40.72763062,-74.07402802,40.64022446,N
id1085281,1,12/1/2016 23:15,12/1/2016 23:29,1,-73.96104431,40.77511597,-73.99163818,40.75381088,N
id2393020,2,12/1/2016 23:31,12/1/2016 23:38,2,-73.98966217,40.75947952,-73.99597168,40.74884033,N
id1121260,1,12/1/2016 23:34,12/1/2016 23:42,1,-73.9621048,40.76389313,-73.92229462,40.73978424,N
id3970252,1,12/1/2016 23:37,12/1/2016 23:45,2,-73.98106384,40.76132584,-73.99917603,40.74418259,N
id1481156,2,12/1/2016 23:40,12/1/2016 23:44,1,-73.95832062,40.76457214,-73.95199585,40.78167725,N
id3744996,1,12/2/2016 0:17,12/2/2016 0:22,1,-73.94071198,40.8398819,-73.95095062,40.82589722,N
id1448052,1,12/2/2016 0:48,12/2/2016 0:57,1,-73.99790192,40.74120331,-73.99287415,40.72846985,N
id1905201,1,12/2/2016 0:53,12/2/2016 1:01,1,-73.99069977,40.7444191,-73.9737854,40.73766327,N
id2292954,2,12/2/2016 2:38,12/2/2016 2:42,6,-73.98767853,40.72124863,-73.98405457,40.72136688,N
id1059352,1,12/2/2016 2:55,12/2/2016 3:00,1,-74.00375366,40.74188232,-73.99685669,40.75596237,N
id3951918,1,12/2/2016 3:57,12/2/2016 3:58,1,-74.00492096,40.73749542,-73.9990921,40.73817825,N
id2054061,1,12/2/2016 4:08,12/2/2016 4:10,1,-74.00487518,40.74055481,-74.00000763,40.73854065,N
id2827576,2,12/2/2016 4:36,12/2/2016 4:39,1,-73.98399353,40.74346924,-73.97897339,40.74596024,N
id3449587,2,12/2/2016 4:50,12/2/2016 4:53,1,-73.9879303,40.77965164,-73.98101044,40.77441025,N
id0400717,2,12/2/2016 5:56,12/2/2016 6:06,1,-73.97901154,40.77703857,-73.98368073,40.75463867,N
id3233702,1,12/2/2016 6:31,12/2/2016 6:38,1,-73.98896027,40.758358,-73.97593689,40.75144196,N
id0513635,1,12/2/2016 6:48,12/2/2016 6:54,1,-73.99254608,40.74265289,-73.98332977,40.73440933,N
id2147806,2,12/2/2016 6:50,12/2/2016 6:54,2,-73.97100067,40.76088333,-73.97868347,40.7509346,N
id1447870,1,12/2/2016 6:53,12/2/2016 6:55,1,-73.97976685,40.73506165,-73.97375488,40.7407341,N
id0800011,2,12/2/2016 7:04,12/2/2016 7:10,1,-73.97434235,40.74330139,-73.97058868,40.75625992,N
id2165653,1,12/2/2016 7:19,12/2/2016 7:32,1,-74.00843811,40.73348236,-73.97951508,40.76073456,N
id1968594,1,12/2/2016 7:29,12/2/2016 7:40,1,-73.99201202,40.72574615,-73.99158478,40.74908829,N
id3326491,2,12/2/2016 7:41,12/2/2016 7:51,1,-73.97964478,40.73963165,-73.99472809,40.72349548,N
id1620259,2,12/2/2016 8:03,12/2/2016 8:09,1,-73.95675659,40.76673889,-73.94950867,40.77661133,N
id2322089,2,12/2/2016 8:14,12/2/2016 8:17,1,-73.91982269,40.81671906,-73.92642975,40.81221008,N
id1008816,1,12/2/2016 8:14,12/2/2016 8:23,1,-73.96899414,40.79851151,-73.97990417,40.78120804,N
id2174584,2,12/2/2016 8:19,12/2/2016 8:54,1,-73.91264343,40.74271393,-73.99795532,40.74122238,N
id3698282,2,12/2/2016 8:55,12/2/2016 9:11,1,-73.97956085,40.74663162,-73.98130798,40.75873947,N
id3183000,1,12/2/2016 9:05,12/2/2016 10:35,4,-73.88619232,40.76740265,-74.0836792,40.76410675,N
id2336717,1,12/2/2016 9:06,12/2/2016 9:18,1,-74.00366974,40.7434082,-74.00990295,40.72120285,N
id2051687,1,12/2/2016 9:12,12/2/2016 9:29,1,-73.96366882,40.77523041,-73.98234558,40.75154495,N
id0551212,1,12/2/2016 9:30,12/2/2016 9:41,1,-73.99649811,40.73381805,-74.00891113,40.71995163,N
id0733835,1,12/2/2016 9:36,12/2/2016 9:53,1,-73.98360443,40.74451828,-73.97013855,40.76320267,N
id1753877,2,12/2/2016 9:38,12/2/2016 9:49,1,-73.95321655,40.7826767,-73.9704361,40.76242065,N
id3385889,1,12/2/2016 9:44,12/2/2016 10:00,1,-73.97268677,40.75586319,-73.97733307,40.75867462,N
id1187125,2,12/2/2016 9:51,12/2/2016 10:28,3,-74.0047226,40.73765182,-73.95585632,40.77910995,N
id3734430,2,12/2/2016 9:52,12/2/2016 10:05,4,-74.00499725,40.73756027,-73.996521,40.72568893,N
id1675267,2,12/2/2016 10:05,12/2/2016 10:20,5,-73.98326874,40.76770782,-73.97812653,40.75160217,N
id3808990,2,12/2/2016 10:07,12/2/2016 10:21,3,-74.00744629,40.71007156,-73.97742462,40.74635315,N
id1884905,1,12/2/2016 11:03,12/2/2016 11:17,1,-73.98035431,40.7513504,-73.99848175,40.76096344,N
id0261800,2,12/2/2016 11:20,12/2/2016 11:39,5,-73.97725677,40.74309158,-73.99638367,40.71575928,N
id3738922,1,12/2/2016 11:33,12/2/2016 11:33,1,-73.78186798,40.64467621,-73.7818222,40.64458847,N
id1976060,2,12/2/2016 11:55,12/2/2016 12:00,1,-74.00376129,40.74329376,-74.00029755,40.73871994,N
id0747399,2,12/2/2016 12:17,12/2/2016 12:30,1,-73.98989868,40.76713181,-73.97595215,40.75918579,N
id2042535,1,12/2/2016 12:36,12/2/2016 12:47,1,-73.97898102,40.75651932,-73.99216461,40.74920273,Y
id2636193,2,12/2/2016 12:36,12/2/2016 12:39,1,-73.99588776,40.74890518,-74.00386047,40.75258636,N
id2970617,2,12/2/2016 12:46,12/2/2016 12:51,5,-73.96885681,40.76979065,-73.96135712,40.76486969,N
id2592467,2,12/2/2016 13:09,12/2/2016 13:20,1,-73.98674774,40.74546051,-74.00364685,40.7334938,N
id2498860,1,12/2/2016 13:31,12/2/2016 13:51,1,-73.97828674,40.76314163,-73.98342896,40.75588608,N
id3125977,1,12/2/2016 13:45,12/2/2016 13:54,1,-73.9620285,40.76793289,-73.97249603,40.75978851,N
id1162333,1,12/2/2016 14:27,12/2/2016 14:49,1,-73.97724915,40.76117706,-73.98609161,40.74372864,N
id0116819,2,12/2/2016 14:58,12/2/2016 15:12,5,-74.00163269,40.74575043,-74.00106049,40.72417068,N
id0035540,2,12/2/2016 15:00,12/2/2016 15:30,2,-73.98919678,40.7693634,-73.98532104,40.73765564,N
id3560802,2,12/2/2016 15:14,12/2/2016 15:24,2,-73.99118042,40.73956299,-74.0020752,40.75069809,N
id3679150,1,12/2/2016 15:17,12/2/2016 15:24,1,-74.00307465,40.74956131,-73.99103546,40.74515533,N
id2509513,1,12/2/2016 15:20,12/2/2016 16:11,1,-73.87094879,40.77381134,-74.00821686,40.73392105,N
id3443107,2,12/2/2016 15:26,12/2/2016 15:31,5,-73.96795654,40.76874161,-73.96295929,40.77825928,N
id0859362,2,12/2/2016 15:26,12/2/2016 15:40,1,-73.96270752,40.79935074,-73.99022675,40.76895142,N
id0571411,2,12/2/2016 15:58,12/2/2016 16:42,1,-73.99286652,40.75296021,-73.99526215,40.75299835,N
id1771421,2,12/2/2016 16:07,12/2/2016 16:12,2,-73.97925568,40.77672195,-73.98778534,40.77545547,N
id0695620,2,12/2/2016 16:14,12/2/2016 16:26,5,-73.99250793,40.71493912,-73.99141693,40.73102951,N
id2642595,2,12/2/2016 16:35,12/2/2016 16:50,1,-73.99036407,40.73106384,-74.00520325,40.72848129,N
id3481005,2,12/2/2016 17:07,12/2/2016 17:29,1,-73.97543335,40.75814056,-74.00656128,40.73212433,N
id1663509,1,12/2/2016 17:08,12/2/2016 17:11,1,-73.97001648,40.76507187,-73.96356201,40.77422714,N
id2302849,2,12/2/2016 17:18,12/2/2016 17:23,1,-73.97354889,40.79269028,-73.98020935,40.78153992,N
id1510249,1,12/2/2016 17:24,12/2/2016 17:37,1,-73.95542908,40.78871918,-73.98274231,40.77181244,N
id0117211,1,12/2/2016 17:54,12/2/2016 17:58,1,-73.96500397,40.76473236,-73.95663452,40.77538681,N
id0370747,2,12/2/2016 18:08,12/2/2016 19:18,1,-73.97960663,40.76268387,-73.7824173,40.64426422,N
id0449570,1,12/2/2016 18:16,12/2/2016 18:26,1,-73.95264435,40.77665329,-73.96743011,40.75650787,N
id1000256,2,12/2/2016 18:20,12/2/2016 18:31,1,-73.98181152,40.73669815,-73.98694611,40.7453804,N
id3951880,2,12/2/2016 18:28,12/2/2016 18:42,1,-73.99533081,40.74392319,-73.98550415,40.74722672,N
id3380375,1,12/2/2016 18:30,12/2/2016 18:44,2,-74.01371002,40.71508026,-73.98715973,40.72081757,N
id3426519,1,12/2/2016 18:35,12/2/2016 18:45,4,-74.00514984,40.71860123,-74.00926971,40.71025085,N
id2961709,2,12/2/2016 18:51,12/2/2016 18:57,6,-73.98773193,40.74419022,-73.98300171,40.73501968,N
id3204437,1,12/2/2016 18:51,12/2/2016 18:59,1,-73.98875427,40.737957,-74.00202179,40.74677658,N
id0927688,1,12/2/2016 18:51,12/2/2016 19:03,1,-73.95509338,40.78880692,-73.97647858,40.75912857,N
id2732809,2,12/2/2016 18:54,12/2/2016 19:06,2,-73.98813629,40.73194122,-73.99892426,40.72941971,N
id0257331,2,12/2/2016 18:56,12/2/2016 19:12,2,-73.98767853,40.7753067,-73.94659424,40.80051422,N
id2510381,1,12/2/2016 19:02,12/2/2016 19:29,1,-73.97238159,40.75658417,-74.00885773,40.73939514,Y
id0060029,1,12/2/2016 19:03,12/2/2016 19:18,1,-73.96228027,40.7591629,-73.98514557,40.74721146,N
id0956600,1,12/2/2016 19:07,12/2/2016 19:20,1,-73.98859406,40.73111725,-74.00193024,40.72806168,N
id2403110,2,12/2/2016 19:44,12/2/2016 19:54,2,-73.98073578,40.7477417,-73.9595871,40.77112198,N
id2110705,2,12/2/2016 19:54,12/2/2016 19:59,2,-73.99272919,40.75815964,-73.99900055,40.74468994,N
id1702733,2,12/2/2016 19:56,12/2/2016 20:07,1,-73.98213959,40.73190308,-73.95733643,40.76590729,N
id3153710,1,12/2/2016 19:58,12/2/2016 20:04,1,-73.94864655,40.78895187,-73.95599365,40.77376556,N
id2034075,2,12/2/2016 20:08,12/2/2016 20:19,1,-73.98889923,40.74489975,-73.99810791,40.73453903,N
id2578800,2,12/2/2016 20:11,12/2/2016 20:27,6,-73.98477173,40.74282074,-73.98201752,40.76573563,N
id0150435,1,12/2/2016 20:17,12/2/2016 20:20,1,-73.94758606,40.78364944,-73.94363403,40.79283905,N
id1921558,1,12/2/2016 20:28,12/2/2016 20:38,1,-73.98013306,40.7374115,-73.97571564,40.73105621,N
id0762651,2,12/2/2016 20:42,12/2/2016 20:53,3,-73.99282837,40.73735046,-74.0031662,40.7492981,N
id2636637,1,12/2/2016 20:57,12/2/2016 21:00,1,-73.9509201,40.77152252,-73.94875336,40.77644348,N
id1801685,1,12/2/2016 20:59,12/2/2016 21:04,1,-73.97593689,40.75195313,-73.98368073,40.74092484,N
id3009828,2,12/2/2016 21:03,12/2/2016 21:07,2,-73.98879242,40.73804474,-73.99446869,40.74033737,N
id3491466,2,12/2/2016 21:10,12/2/2016 21:27,1,-73.99210358,40.76424026,-73.98125458,40.7469368,N
id1460086,2,12/2/2016 21:13,12/2/2016 21:19,1,-73.98970795,40.72048187,-73.97948456,40.72736359,N
id2660620,1,12/2/2016 21:21,12/2/2016 21:39,2,-73.98735046,40.73306274,-73.95118713,40.72761154,N
id1652404,1,12/2/2016 21:25,12/2/2016 21:32,2,-73.98448944,40.74572754,-73.98919678,40.74116135,N
id0815216,1,12/2/2016 21:28,12/2/2016 21:39,1,-73.97722626,40.75398636,-73.98999786,40.76704788,N
id1299386,2,12/2/2016 21:31,12/2/2016 21:36,1,-73.97902679,40.7363739,-73.9809494,40.74287415,N
id1056029,1,12/2/2016 21:34,12/2/2016 21:50,1,-74.00640869,40.73312759,-73.98727417,40.72210693,N
id3266200,2,12/2/2016 21:43,12/2/2016 21:57,2,-73.99221039,40.71508408,-73.99221802,40.73107147,N
id2364356,2,12/2/2016 22:06,12/2/2016 22:24,2,-73.99266815,40.73732376,-73.98580933,40.71955109,N
id1357720,1,12/2/2016 22:13,12/2/2016 22:20,1,-73.97704315,40.74942398,-73.98519135,40.7477684,N
id1173542,2,12/2/2016 22:27,12/2/2016 22:34,2,-73.98212433,40.74021149,-73.96846771,40.75915527,N
id0649865,2,12/2/2016 22:30,12/2/2016 22:37,1,-73.97325134,40.76396942,-73.97842407,40.76407242,N
id0565379,1,12/2/2016 22:46,12/2/2016 22:51,2,-73.98010254,40.74298096,-73.97029114,40.75619507,N
id1692548,1,12/2/2016 22:50,12/2/2016 23:00,2,-73.98219299,40.76869965,-73.9648819,40.75336456,N
id2557022,2,12/2/2016 23:05,12/2/2016 23:15,6,-73.98600769,40.72655869,-74.00379181,40.73490143,N
id1222212,1,12/2/2016 23:06,12/2/2016 23:35,1,-73.99230194,40.73578262,-73.91396332,40.77848053,N
id2807350,1,12/2/2016 23:09,12/2/2016 23:21,2,-73.98249054,40.77036285,-73.99415588,40.75227356,N
id1131006,2,12/2/2016 23:12,12/2/2016 23:24,1,-73.99375153,40.72464371,-73.95124054,40.71203613,N
id1122974,2,12/3/2016 0:18,12/3/2016 0:36,5,-73.78959656,40.6466217,-73.75460815,40.7022438,N
id0878959,2,12/3/2016 0:22,12/3/2016 0:34,1,-73.99552155,40.72000122,-74.01702118,40.71141815,N
id3894477,1,12/3/2016 0:36,12/3/2016 0:49,1,-74.00291443,40.73348236,-73.9885788,40.71643829,N
id0713531,1,12/3/2016 0:45,12/3/2016 0:54,1,-73.98544312,40.74723053,-73.96997833,40.75749588,N
id2743727,2,12/3/2016 1:05,12/3/2016 1:11,1,-73.98747253,40.7490387,-73.98075867,40.74483109,N
id1580478,1,12/3/2016 1:33,12/3/2016 1:43,1,-73.98556519,40.74391556,-73.99147034,40.76208115,N
id3609396,2,12/3/2016 1:47,12/3/2016 1:52,1,-73.9943161,40.74576569,-74.0025177,40.75000381,N
id0834922,1,12/3/2016 2:16,12/3/2016 2:23,1,-73.98872375,40.73132324,-73.97898865,40.74472046,N
id2799508,1,12/3/2016 2:39,12/3/2016 2:56,1,-73.98907471,40.71888733,-74.01450348,40.70810318,N
id1282735,2,12/3/2016 2:47,12/3/2016 3:02,1,-74.00855255,40.73635101,-73.98612976,40.72249985,N
id3456379,2,12/3/2016 2:55,12/3/2016 3:04,1,-73.9852066,40.74744034,-73.98230743,40.723629,N
id3158932,1,12/3/2016 4:13,12/3/2016 4:29,2,-73.97776031,40.74576569,-73.84837341,40.71307755,N
id1311897,2,12/3/2016 4:51,12/3/2016 5:04,1,-73.9905014,40.72855377,-73.9763031,40.78221893,N
id0876989,1,12/3/2016 6:54,12/3/2016 6:58,1,-73.9986496,40.73989105,-73.98403931,40.75499725,N
id2937775,2,12/3/2016 7:27,12/3/2016 7:33,1,-73.96621704,40.8039093,-73.94868469,40.79760361,N
id3967914,2,12/3/2016 7:40,12/3/2016 8:17,2,-73.98152924,40.78096771,-73.77664948,40.64486313,N
id3079685,2,12/3/2016 7:40,12/3/2016 7:47,1,-73.99154663,40.75114822,-73.98486328,40.75931168,N
id2722299,2,12/3/2016 8:51,12/3/2016 8:56,1,-73.98912048,40.74826813,-73.99285889,40.73994827,N
id0244490,2,12/3/2016 9:04,12/3/2016 9:26,1,-73.98551178,40.76023865,-74.01147461,40.71468353,N
id2500568,1,12/3/2016 9:41,12/3/2016 9:42,1,-74.0079422,40.7112236,-74.0075531,40.71155167,N
id2993300,1,12/3/2016 10:09,12/3/2016 10:16,1,-73.9561615,40.78781509,-73.95761871,40.7702713,N
id0714891,2,12/3/2016 10:24,12/3/2016 10:29,3,-73.96750641,40.75613403,-73.9788208,40.7583847,N
id0335465,1,12/3/2016 10:25,12/3/2016 10:31,1,-73.99354553,40.74198532,-73.99755859,40.7358551,N
id1589720,2,12/3/2016 10:40,12/3/2016 10:48,1,-73.97757721,40.75481033,-73.9907608,40.75051117,N
id0374681,1,12/3/2016 10:46,12/3/2016 10:51,2,-73.9223938,40.77436066,-73.91236877,40.78050995,N
id1193778,2,12/3/2016 10:51,12/3/2016 11:07,1,-74.01413727,40.71237183,-73.97618866,40.7516098,N
id2283570,2,12/3/2016 10:55,12/3/2016 11:07,2,-74.01363373,40.71416855,-73.99468994,40.75043106,N
id2817492,2,12/3/2016 11:03,12/3/2016 11:19,1,-74.01441193,40.71415329,-73.98363495,40.72610855,N
id2583905,1,12/3/2016 11:12,12/3/2016 11:21,1,-73.96124268,40.77192688,-73.97886658,40.78167343,N
id0359413,2,12/3/2016 11:21,12/3/2016 11:23,1,-73.96556854,40.76873016,-73.96569824,40.77111816,N
id3861062,2,12/3/2016 11:35,12/3/2016 11:40,1,-73.97522736,40.79003143,-73.97926331,40.77771378,N
id0015418,1,12/3/2016 11:49,12/3/2016 11:59,1,-73.97033691,40.76257706,-73.95165253,40.77448273,N
id0370868,2,12/3/2016 11:51,12/3/2016 12:06,6,-73.96040344,40.77028656,-73.96489716,40.80163574,N
id0204699,2,12/3/2016 11:58,12/3/2016 12:06,2,-73.94570923,40.77349854,-73.97516632,40.75289917,N
id1029955,2,12/3/2016 12:19,12/3/2016 12:25,5,-73.98303223,40.74457932,-73.97915649,40.7532196,N
id2373594,1,12/3/2016 12:22,12/3/2016 12:25,1,-73.98822021,40.74971771,-73.98072815,40.74808884,N
id3585762,1,12/3/2016 12:30,12/3/2016 12:39,1,-73.97792816,40.729599,-74.01571655,40.70992661,N
id2705199,2,12/3/2016 12:32,12/3/2016 12:44,1,-73.97872162,40.752491,-74.00331116,40.73136139,N
id0692645,1,12/3/2016 12:35,12/3/2016 13:19,1,-73.98468781,40.72462082,-73.78882599,40.64150238,N
id3111221,2,12/3/2016 12:38,12/3/2016 12:54,1,-73.97213745,40.78135681,-73.9924469,40.75513077,N
id2952568,1,12/3/2016 12:50,12/3/2016 13:12,1,-73.97011566,40.7596817,-74.0046463,40.74191666,N
id3023884,2,12/3/2016 12:56,12/3/2016 13:17,5,-73.98377991,40.72568893,-74.00702667,40.74644852,N
id1971518,1,12/3/2016 13:04,12/3/2016 13:14,1,-73.98897552,40.75920486,-73.97399139,40.7605896,N
id3234298,2,12/3/2016 13:09,12/3/2016 13:12,1,-73.99559021,40.7252388,-74.00346375,40.72899628,N
id3072376,2,12/3/2016 13:23,12/3/2016 13:28,1,-73.95590973,40.7818718,-73.95487976,40.78852844,N
id0940446,1,12/3/2016 13:25,12/3/2016 13:36,1,-73.97167206,40.75718689,-73.98252869,40.77163696,N
id0916417,1,12/3/2016 13:27,12/3/2016 13:31,1,-73.98896027,40.74871826,-73.98109436,40.74768066,N
id2987896,2,12/3/2016 13:34,12/3/2016 14:14,1,-73.95641327,40.80329132,-73.99107361,40.73622131,N
id0761061,2,12/3/2016 14:21,12/3/2016 15:05,2,-73.9752121,40.76086044,-73.78993988,40.64693832,N
id2780280,1,12/3/2016 14:23,12/3/2016 14:37,1,-74.01451874,40.70942688,-74.00040436,40.73466873,N
id1580634,1,12/3/2016 14:29,12/3/2016 14:39,1,-73.99933624,40.74400711,-73.98548126,40.76311493,N
id3699618,1,12/3/2016 14:31,12/3/2016 14:52,2,-73.99060059,40.75734329,-74.00002289,40.72811508,N
id2515734,2,12/3/2016 14:37,12/3/2016 15:01,1,-73.97657013,40.76251221,-74.00045776,40.72228622,N
id1393685,1,12/3/2016 14:50,12/3/2016 15:07,1,-73.97547913,40.74108124,-73.98621368,40.76153946,N
id2084152,2,12/3/2016 14:57,12/3/2016 15:16,1,-73.98571014,40.75861359,-73.96656036,40.79249573,N
id1188272,1,12/3/2016 14:58,12/3/2016 15:17,1,-73.99007416,40.74174118,-74.00941467,40.71334839,N
id2993351,2,12/3/2016 15:02,12/3/2016 15:25,1,-73.98244476,40.76303864,-73.96672058,40.80687714,N
id3304791,2,12/3/2016 15:26,12/3/2016 15:33,1,-74.00852966,40.71994019,-74.01584625,40.71144867,N
id0330774,1,12/3/2016 15:38,12/3/2016 15:44,1,-73.99558258,40.73913956,-73.98854828,40.74883652,N
id2800226,2,12/3/2016 15:48,12/3/2016 16:02,1,-73.97163391,40.76337814,-73.97093964,40.74598694,N
id2862576,2,12/3/2016 15:48,12/3/2016 16:04,1,-73.97608948,40.77599716,-74.00007629,40.75857544,N
id3375050,1,12/3/2016 15:49,12/3/2016 16:17,1,-73.96235657,40.7589035,-73.8552475,40.73202515,N
id2776915,1,12/3/2016 15:50,12/3/2016 15:58,1,-74.0045166,40.70726013,-73.97586823,40.73331833,N
id3606203,2,12/3/2016 15:51,12/3/2016 16:00,2,-73.99443817,40.74065781,-74.00215149,40.75061035,N
id0984063,1,12/3/2016 15:54,12/3/2016 16:00,1,-73.95835114,40.78074646,-73.96498871,40.76680374,N
id1351461,2,12/3/2016 15:57,12/3/2016 16:01,1,-73.95503998,40.78578949,-73.95903778,40.77484131,N
id3120786,2,12/3/2016 16:01,12/3/2016 16:09,6,-73.9826889,40.73111343,-73.96478271,40.75558853,N
id0396170,1,12/3/2016 16:03,12/3/2016 16:22,1,-73.9645462,40.76062775,-73.98503113,40.72418594,N
id0149189,1,12/3/2016 16:18,12/3/2016 17:17,1,-73.79063416,40.64365768,-73.9878006,40.7649231,N
id1165832,1,12/3/2016 16:22,12/3/2016 16:39,2,-73.97720337,40.74295807,-73.97554779,40.76531219,N
id3201823,1,12/3/2016 16:36,12/3/2016 16:40,1,-73.94747162,40.78369522,-73.95509338,40.78289032,N
id0606139,2,12/3/2016 17:09,12/3/2016 17:28,2,-73.99841309,40.73524094,-73.97779083,40.75883484,N
id1114720,1,12/3/2016 17:26,12/3/2016 17:58,2,-74.0040741,40.7424736,-73.97705078,40.67227936,N
id1791837,1,12/3/2016 17:32,12/3/2016 17:43,1,-73.99163055,40.71954727,-73.95479584,40.72241974,N
id2533841,2,12/3/2016 17:36,12/3/2016 17:38,1,-74.00769043,40.74200821,-74.00382233,40.74829102,N
id3050173,2,12/3/2016 17:38,12/3/2016 17:49,1,-73.97667694,40.76452255,-73.9524765,40.79124069,N
id1236681,1,12/3/2016 17:50,12/3/2016 17:55,1,-73.98392487,40.75989914,-73.98474121,40.75880432,N
id0570924,2,12/3/2016 18:07,12/3/2016 18:12,1,-73.98217773,40.75098038,-73.98895264,40.74238968,N
id1429499,2,12/3/2016 18:15,12/3/2016 18:29,1,-73.98251343,40.74819946,-74.00552368,40.73889923,N
id1103371,1,12/3/2016 18:17,12/3/2016 18:34,1,-73.95093536,40.77074051,-73.98822784,40.74985886,N
id1239017,2,12/3/2016 18:21,12/3/2016 18:33,2,-73.98182678,40.77473831,-73.98465729,40.75962067,N
id3056945,1,12/3/2016 18:25,12/3/2016 18:53,1,-73.96225739,40.7792511,-73.98959351,40.72585297,N
id3191614,1,12/3/2016 18:34,12/3/2016 18:38,1,-73.96451569,40.76988602,-73.95835876,40.77281189,N
id1493972,1,12/3/2016 18:38,12/3/2016 19:00,1,-73.96955109,40.76055145,-73.9848175,40.72031021,N
id3996988,2,12/3/2016 18:48,12/3/2016 19:15,1,-73.95619965,40.78713989,-73.98860931,40.73868942,N
id2037418,2,12/3/2016 18:56,12/3/2016 19:19,1,-73.95251465,40.77236176,-73.94017029,40.83376312,N
